1	9	42
2	7	42
3	5	42
4	4	42
5	4	42
6	3	42
7	3	42
8	4	42
9	4	42
10	4	42
11	5	42
12	5	42
13	6	42
14	6	42
15	6	21
16	7	22
17	7	22
18	7	22
19	8	22
20	8	22
21	8	23
22	8	23
23	9	23
24	9	23
25	9	23
26	9	23
27	9	23
28	9	24
29	9	24
30	10	24
31	10	24
32	10	24
33	10	24
34	10	24
35	10	24
36	10	24
37	10	24
38	9	24
39	9	24
40	9	23
41	9	23
42	9	23
43	8	23
44	8	23
45	8	23
46	7	22
47	6	22
48	5	22
49	4	21
50	3	21
51	1	20
52	1	20
53	1	19
54	1	19
55	1	18
56	1	17
57	1	16
58	1	15
59	1	14
60	1	13
61	1	12
62	1	10
63	1	8
64	1	6
