1	9	42
2	7	42
3	5	42
4	4	42
5	4	42
6	4	42
7	3	42
8	4	42
9	4	42
10	4	42
11	5	42
12	5	42
13	6	42
14	6	42
15	6	21
16	7	21
17	7	21
18	7	22
19	7	22
20	8	22
21	8	22
22	8	22
23	8	22
24	8	23
25	8	23
26	9	23
27	9	23
28	9	23
29	9	23
30	9	23
31	9	23
32	9	23
33	9	23
34	9	23
35	9	23
36	9	23
37	9	23
38	9	23
39	9	23
40	9	23
41	9	23
42	9	23
43	9	23
44	9	23
45	9	23
46	9	23
47	9	23
48	8	23
49	8	23
50	7	22
51	7	22
52	6	22
53	5	21
54	4	21
55	2	21
56	1	20
57	1	20
58	1	19
59	1	18
60	1	18
61	1	17
62	1	16
63	1	15
64	1	14
65	1	13
66	1	11
67	1	10
68	1	8
69	1	5
